Q4,Q5,Q5_TEXT,Q6,Q7,Q8,Q9_22,Q9_23,Q9_24,Q9_25,Q9_26,Q9_27,Q9_28,Q9_29,Q9_30,Q9_31,Q9_32,Q9_33,Q9_34,Q9_35,Q9_36,Q9_37,Q9_38,Q9_39,Q10_40,Q10_41,Q10_42,Q10_43,Q10_44,Q10_45,Q10_46,Q10_47,Q10_48,Q10_49,Q10_50,Q10_51,Q10_52,Q10_53,Q10_54,Q10_55,Q10_56,Q10_57,Q11,Q12_58,Q12_59,Q12_60,Q12_61,Q12_62,Q12_63,Q12_64,Q12_65,Q12_66,Q12_67,Q12_68,Q12_69,Q12_70,Q12_71,Q12_72,Q12_73,Q12_74,Q12_75,Q12_76,Q12_77,Q12_78,Q12_79,Q12_80,Q12_81,Q12_82,Q12_83,Q12_84,Q12_85,Q13_79,Q13_80,Q13_81,Q13_82,Q13_83,Q14_1,Q15,Q16,Q17,Q18,Q19,LocationLatitude,LocationLongitude,LocationAccuracy
K mart,1, ,2,10,1,5,4,4,4,5,4,5,4,4,3,2,4,5,4,3,3,4,3,5,4,4,5,4,4,3,5,4,4,4,4,4,5,4,5,3,5,1,5,4,4,3,5,4,5,4,4,5,4,5,5,3,4,4,4,4,5,5,5,4,5,4,5,3,5,4,5,5,5,5,4,45,1,87.5,5,1,1,40.696304321289,-73.620697021484,-1
Nike,2, ,3,10,1,4,4,5,3,3,5,4,6,5,3,5,3,6,4,5,5,6,4,3,5,5,5,4,4,4,4,5,5,5,5,5,4,3,4,6,2,1,4,4,4,3,3,5,3,4,4,5,3,3,4,4,3,5,5,4,4,4,5,4,4,5,4,5,4,3,4,5,3,4,4,33,1,12.5,5,1,1,40.696304321289,-73.620697021484,-1
H&M,3, ,2,4,1,4,4,4,3,5,5,5,4,4,4,4,5,4,5,3,4,3,3,4,3,5,5,4,4,4,4,4,5,4,4,3,5,5,4,3,3,1,4,4,3,3,3,5,5,4,4,3,4,4,5,3,5,4,5,4,4,5,3,3,4,4,5,4,4,4,4,4,5,3,5,23,0,12.5,4,5,1,40.696304321289,-73.620697021484,-1
Gamestore,2, ,2,4,1,3,4,5,5,4,4,4,4,3,4,3,4,4,5,4,4,5,5,5,4,5,5,4,4,5,6,5,3,6,4,5,6,4,6,5,4,1,4,4,5,3,4,4,4,5,2,4,5,4,3,3,3,3,4,3,3,4,4,4,5,4,5,4,4,5,4,2,3,3,3,36,1,87.5,4,3,1,40.766998291016,-73.525398254395,-1
Macy's,3, ,2,4,1,3,5,5,5,5,5,5,6,5,6,4,6,6,3,7,6,5,5,3,4,5,6,4,4,4,5,5,6,6,5,5,5,6,5,7,6,1,5,6,3,3,3,5,3,4,3,3,4,6,5,6,5,4,3,3,3,5,4,5,6,5,3,5,6,5,5,6,4,4,5,32,0,87.5,5,1,1,40.696304321289,-73.620697021484,-1
warlmart,4, ,2,4,1,6,3,5,3,4,3,4,3,4,3,4,3,5,3,6,5,3,5,6,5,5,6,4,4,4,5,5,4,5,5,5,6,4,4,6,5,1,4,1,2,3,3,2,4,3,3,2,3,3,1,3,4,1,3,2,4,4,4,2,4,2,2,3,2,2,3,1,1,2,2,25,1,12.5,3,5,1,40.650100708008,-73.949600219727,-1
Nike,3, ,2,4,1,4,5,4,4,4,3,5,3,4,3,4,5,3,5,3,4,3,4,5,5,3,4,5,4,7,6,5,4,6,6,5,4,5,3,3,5,1,4,3,4,3,5,5,5,3,3,5,5,5,5,6,5,4,6,3,4,3,4,3,5,4,4,3,5,5,5,6,5,4,6,33,1,87.5,5,1,1,40.696304321289,-73.620697021484,-1
petco,1, ,3,7,1,4,6,4,6,5,6,6,5,5,6,5,7,5,5,5,4,5,6,6,5,4,4,5,4,5,5,4,5,5,4,6,5,5,5,5,4,1,4,4,5,3,5,4,5,4,4,4,5,5,4,5,5,4,5,4,5,5,4,4,5,5,4,4,4,4,5,5,5,4,5,34,1,87.5,5,1,1,40.653900146484,-73.608200073242,-1
Stop&Shop,1, ,3,5,1,5,4,3,5,5,5,6,6,7,6,3,7,6,6,6,4,5,7,5,5,5,5,6,4,3,5,5,4,3,4,4,5,6,5,5,5,1,3,4,7,3,4,4,5,2,3,5,3,6,4,4,3,4,4,6,3,4,3,5,6,5,7,2,6,5,6,6,6,6,6,46,1,137.5,5,1,1,40.696304321289,-73.620697021484,-1
HM,1, ,3,5,1,3,3,2,1,3,2,3,3,6,2,5,3,4,7,5,5,4,2,4,3,2,2,2,5,1,4,4,4,5,3,3,1,5,2,4,5,1,4,1,4,3,2,6,4,5,4,2,2,2,5,1,4,3,4,2,1,2,1,2,1,2,1,4,3,1,5,4,3,6,5,19,1,12.5,4,2,1,42.86360168457,-85.627197265625,-1
ac moore,4, ,1,7,1,7,4,6,4,4,5,4,4,2,4,4,4,2,7,4,6,7,5,4,7,4,2,3,5,7,2,4,3,3,4,4,5,4,6,4,4,1,2,5,3,3,3,5,3,5,4,6,4,5,5,3,3,4,7,5,1,3,4,3,5,1,4,4,3,4,5,4,5,5,4,24,0,62.5,5,5,1,40.82209777832,-74.456398010254,-1
Tmobile,2, ,1,4,1,3,4,4,3,4,5,5,3,3,3,4,3,4,4,3,4,5,3,2,4,2,4,3,5,4,4,3,3,3,3,3,3,4,3,4,3,1,4,4,6,3,4,5,4,4,3,5,5,5,4,4,4,3,3,3,4,4,3,4,3,4,3,3,5,4,4,6,4,4,4,31,1,87.5,5,2,1,40.696304321289,-73.620697021484,-1
Key Food,1, ,3,9,1,4,5,5,5,6,6,6,5,3,3,4,5,4,5,6,3,5,4,3,4,3,4,3,5,3,3,3,3,3,3,4,3,3,3,3,3,1,3,1,1,3,3,3,3,3,5,3,5,5,5,5,2,1,3,1,3,4,4,1,5,5,7,5,4,5,1,1,1,1,1,38,1,250,5,1,1,40.708694458008,-73.826797485352,-1
Footlocker,3, ,1,7,1,2,3,4,4,4,3,3,2,4,4,3,3,3,4,3,4,2,3,4,4,3,4,3,5,4,4,3,4,3,4,3,3,4,3,4,4,1,3,3,3,3,4,4,4,3,4,3,4,4,3,4,4,3,3,2,4,3,3,3,4,4,2,4,3,4,3,4,3,3,4,47,1,112.5,5,2,1,40.696304321289,-73.620697021484,-1
CVS,3, ,3,7,1,4,5,3,4,7,5,7,5,4,2,1,2,2,6,5,5,2,5,2,4,2,6,3,5,2,2,4,5,4,4,6,4,4,4,3,5,1,2,5,2,3,3,2,3,3,5,2,6,5,6,5,3,2,2,2,3,4,5,5,5,4,6,6,6,5,2,3,2,2,2,32,1,112.5,5,2,1,40.71110534668,-73.946899414062,-1
Macy's,4, ,3,6,1,4,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5,4,4,4,4,5,1,3,3,3,3,4,4,4,3,4,4,4,3,4,4,3,3,4,3,4,3,3,4,3,4,3,3,3,4,4,5,3,4,4,49,0,37.5,4,3,1,40.696304321289,-73.620697021484,-1
Macys,3, ,1,4,1,5,6,3,6,1,2,1,6,4,6,6,6,3,4,6,5,6,6,6,6,6,5,4,5,6,6,5,6,5,5,6,6,4,2,5,5,1,6,2,2,3,3,3,5,6,5,6,3,5,5,6,6,6,5,6,5,4,4,5,5,6,4,4,6,6,4,5,4,2,2,29,0,12.5,3,5,1,40.781997680664,-73.473899841309,-1
forever 21,3, ,2,7,1,2,7,4,6,6,5,6,6,3,6,6,4,5,7,5,4,4,5,7,7,7,6,4,5,4,4,5,7,5,6,4,4,6,5,5,6,1,5,4,5,3,6,5,5,4,7,5,4,6,5,3,4,3,6,5,5,5,6,4,4,6,5,6,7,4,5,7,6,5,5,35,0,87.5,5,1,1,40.696304321289,-73.620697021484,-1
Macy,4, ,1,4,1,3,5,7,6,7,5,3,5,4,4,4,7,7,7,3,5,5,7,4,4,6,3,5,5,4,4,3,5,7,7,6,4,7,7,3,5,1,6,4,6,3,4,4,5,6,7,4,6,4,3,5,7,7,3,5,6,3,5,4,5,6,3,4,5,4,6,3,5,4,7,26,1,12.5,4,5,1,40.745803833008,-73.638999938965,-1
gamestore,2, ,3,4,1,5,5,4,4,4,4,4,4,4,5,4,3,4,4,5,5,3,4,4,4,3,4,5,5,5,5,4,5,5,4,5,5,4,4,4,5,1,3,4,4,3,3,4,4,4,4,5,4,4,4,2,4,3,3,4,3,3,3,4,3,4,4,4,4,3,4,3,4,4,4,36,0,87.5,4,3,1,40.766998291016,-73.525398254395,-1
woolworths,1, ,2,5,1,5,5,3,4,5,5,4,4,4,5,4,5,5,4,4,3,5,5,4,4,3,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,1,5,3,4,3,5,4,4,4,4,4,4,4,4,5,5,4,4,5,3,5,4,4,3,4,4,5,4,5,4,4,4,4,4,24,1,12.5,4,5,1,31.045593261719,121.3996887207,-1
White Castle,1, ,3,9,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,3,4,5,5,4,5,4,6,6,4,7,4,6,6,4,4,1,5,6,4,3,6,6,3,6,5,4,7,5,5,4,4,5,3,5,3,5,3,5,3,5,6,4,5,6,5,5,4,5,6,25,1,12.5,3,5,1,40.705795288086,-73.592300415039,-1
Walmart,1, ,3,10,1,6,6,5,6,4,5,6,5,3,5,5,4,6,4,4,5,5,5,5,4,3,4,5,5,4,5,6,6,5,3,4,4,6,3,5,4,1,3,3,6,3,4,5,5,5,4,6,2,4,5,4,5,5,4,5,4,4,3,6,5,2,4,4,5,6,6,5,6,5,4,48,0,112.5,5,1,1,40.745803833008,-73.638999938965,-1
Target,3, ,2,5,1,4,4,4,3,4,4,3,3,3,4,3,4,4,4,4,4,3,3,5,5,4,4,5,5,4,5,5,5,5,4,5,4,4,5,5,5,1,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,24,1,87.5,3,5,1,42.3583984375,-71.059799194336,-1
McDonalds,1, ,3,9,1,3,5,4,5,4,5,4,4,4,5,4,5,3,6,5,3,5,5,5,4,5,4,5,5,4,4,3,5,4,5,3,5,4,4,5,5,1,2,4,4,3,4,4,3,4,3,4,4,3,2,3,4,3,2,3,4,2,3,3,3,3,4,3,3,2,4,3,4,4,5,25,1,12.5,3,5,1,40.696304321289,-73.620697021484,-1
Macys,5,shoes,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,5,3,5,3,3,2,6,5,5,4,5,5,4,3,5,2,2,5,5,5,4,5,6,2,5,5,7,7,7,7,7,33,0,112.5,4,1,1,40.785003662109,-73.406196594238,-1
wagmans,1, ,3,5,1,4,5,5,5,4,3,5,5,5,4,4,6,5,5,5,5,5,4,7,5,5,6,5,5,5,6,5,4,6,4,5,4,4,5,5,4,1,5,5,4,3,6,4,4,6,4,6,5,6,5,5,4,6,4,5,5,4,5,4,7,5,6,5,6,6,4,6,5,4,5,32,1,37.5,5,5,1,43.151794433594,-77.58519744873,-1
Louis Vuitton,3, ,1,7,1,3,4,4,5,4,5,4,2,3,2,5,1,5,6,6,4,4,5,4,4,4,5,3,6,3,4,5,3,6,1,6,6,4,4,6,1,1,2,2,1,3,1,1,3,4,4,3,3,2,2,2,2,4,4,3,4,1,1,3,3,5,3,5,5,5,1,4,1,1,1,26,1,137.5,3,5,1,40.735397338867,-73.878303527832,-1
new world mart,1, ,2,5,1,5,4,4,2,3,6,2,5,5,4,3,6,3,5,6,6,6,5,3,2,4,4,4,6,4,6,4,5,6,2,5,6,5,3,3,5,1,3,5,5,3,3,6,4,3,4,5,5,6,4,4,5,5,4,5,6,5,6,5,5,6,3,6,4,5,6,5,5,4,3,45,1,250,3,2,1,40.696304321289,-73.620697021484,-1
Trader Joe's,1, ,3,5,1,3,5,4,4,3,4,5,6,5,5,3,4,3,4,4,5,3,4,4,4,5,4,4,6,5,5,5,5,5,6,5,5,5,5,5,5,1,4,4,6,3,3,4,4,5,4,4,3,4,5,5,5,6,4,5,4,4,4,5,5,5,5,5,5,3,5,4,5,5,5,46,0,87.5,5,1,1,40.696304321289,-73.620697021484,-1
Stop & Shop,1, ,2,5,1,4,4,5,5,6,5,5,6,6,4,5,5,6,6,6,5,6,7,6,7,5,5,4,6,6,5,5,3,4,5,5,6,6,4,6,6,1,5,4,5,3,5,4,6,6,5,4,5,6,5,4,6,4,3,4,7,3,7,4,5,5,6,5,6,6,5,4,4,5,4,24,1,12.5,3,5,1,40.705795288086,-73.592300415039,-1
ikea,2, ,3,7,1,4,7,4,6,2,3,4,3,6,5,6,5,5,6,5,7,5,7,5,5,4,6,5,6,7,7,6,4,4,5,4,6,6,6,5,6,1,6,5,6,3,4,6,6,3,3,4,5,5,2,7,5,3,5,4,4,6,4,7,5,5,4,6,5,5,5,6,5,7,6,52,1,37.5,5,1,1,40.696304321289,-73.620697021484,-1
Apple Store,2, ,1,7,1,5,6,6,6,6,6,7,7,6,5,6,6,6,5,6,6,7,7,6,7,4,7,5,6,5,5,6,6,6,6,6,6,6,6,5,4,1,6,5,3,3,5,5,6,6,6,6,6,6,6,5,5,4,5,5,6,5,6,3,5,4,5,5,5,5,6,6,6,6,6,25,0,12.5,3,5,1,40.722793579102,-73.516998291016,-1
Autozone,2, ,3,5,1,4,6,5,5,6,5,4,6,5,6,5,4,6,5,4,4,5,5,6,5,5,4,6,6,6,6,4,4,6,6,5,5,5,4,3,5,1,4,5,6,3,4,6,3,5,4,4,4,5,6,5,4,4,4,4,4,5,6,7,4,5,6,5,5,5,6,5,6,5,5,38,1,62.5,5,3,1,40.705795288086,-73.592300415039,-1
costco,1, ,3,6,1,5,5,5,6,7,4,1,5,5,5,4,4,5,5,4,3,5,6,4,5,5,5,6,7,4,7,5,4,5,5,6,4,7,4,5,3,1,6,6,6,3,6,5,6,5,6,7,6,5,5,6,7,6,6,6,6,6,6,6,5,6,7,4,6,7,4,4,4,4,4,27,1,87.5,4,5,1,40.696304321289,-73.620697021484,-1
carrefour,1, ,3,4,1,2,2,1,1,1,3,3,2,2,2,2,2,2,1,1,3,1,1,1,2,1,1,1,1,3,1,1,2,2,3,1,2,1,2,1,3,1,4,2,2,4,2,2,1,1,1,1,1,3,1,2,1,3,1,2,3,2,4,1,4,2,3,3,2,1,1,2,2,1,1,24,0,87.5,5,5,1,30.666702270508,104.06671142578,-1
 ,2, ,2,5,1,3,5,7,5,3,5,4,1,3,2,3,3,4,5,4,4,2,5,5,3,3,4,2,1,3,3,4,1,4,6,3,3,4,4,3,2,1,5,5,4,4,4,6,5,4,3,7,2,3,4,6,5,5,4,7,6,3,5,6,3,3,4,4,5,6,3,5,6,7,4,29,1,137.5,5,1,1,37.726898193359,112.47079467773,-1
 ,1, ,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,4,4,3,4,3,5,2,2,3,4,4,2,2,3,3,2,2,3,4,3,2,3,5,3,3,5,6,5,4,4,28,0,12.5,5,5,1,36.098602294922,120.37188720703,-1
Target,2, ,3,4,1,4,2,4,4,2,4,4,3,2,3,4,3,2,2,2,3,4,2,2,2,4,4,3,2,2,3,4,4,2,4,3,4,3,4,2,1,1,3,4,5,4,3,5,6,3,3,3,6,5,4,6,6,4,5,4,4,6,6,6,4,3,5,5,6,3,4,4,6,6,6,41,1,87.5,5,1,1,40.696304321289,-73.620697021484,-1
Nike Store,3, ,1,7,1,4,5,4,2,2,1,3,1,2,2,1,2,1,3,1,1,3,3,5,4,5,4,3,2,5,4,4,4,4,5,4,6,4,4,4,3,1,3,2,4,4,3,4,4,4,5,5,4,4,4,3,4,3,5,5,3,4,4,2,3,1,4,4,2,5,5,5,5,2,3,25,1,62.5,5,5,1,40.673492431641,-73.492401123047,-1
Anta,3, ,2,7,1,6,5,5,3,2,5,5,5,3,4,3,4,3,6,5,5,4,4,3,6,6,5,4,2,6,1,5,4,3,6,1,7,2,6,5,4,1,3,6,4,4,4,2,2,4,4,7,1,6,5,6,4,6,2,5,4,6,7,3,5,7,5,3,5,5,5,6,7,6,3,56,1,187.5,5,1,1,40.696304321289,-73.620697021484,-1
Nordstorm,3, ,1,4,1,2,4,3,3,4,2,5,4,1,5,4,5,1,3,1,5,3,3,2,2,3,4,5,2,5,2,3,4,3,4,4,3,3,4,2,3,1,5,2,5,4,2,2,2,5,2,3,2,2,5,3,4,2,3,3,4,2,1,5,4,4,5,3,3,5,3,4,4,2,2,30,0,112.5,5,3,1,40.722793579102,-73.516998291016,-1
footlocker,3, ,3,7,1,5,6,1,5,3,4,3,5,4,5,4,4,7,2,4,6,5,6,3,3,4,6,5,2,5,4,5,5,2,4,7,1,5,6,7,6,1,6,4,3,4,4,6,4,3,6,3,6,4,3,5,5,4,2,4,4,5,6,7,6,2,5,4,3,3,7,6,7,6,5,36,0,62.5,4,4,1,40.696304321289,-73.620697021484,-1
winners,3, ,3,4,1,4,4,5,3,3,5,4,4,4,3,4,4,2,3,3,2,5,3,2,2,4,3,2,3,3,4,3,4,3,3,3,4,4,4,2,4,1,2,1,3,4,3,3,3,2,3,3,2,3,2,3,3,3,4,2,3,3,2,1,4,3,3,3,3,2,2,4,4,4,2,26,0,37.5,5,5,1,40.682601928711,-73.467002868652,-1
 ,1, ,1,7,1,3,2,4,2,5,4,3,5,4,4,4,3,3,5,5,2,3,4,6,6,4,3,2,3,2,4,5,2,3,4,2,3,3,3,4,6,1,3,4,1,4,2,4,3,2,3,4,3,3,3,2,1,2,4,2,3,2,4,3,3,3,2,4,2,3,3,3,3,3,2,26,1,87.5,5,5,1,40.696304321289,-73.620697021484,-1
Lady Foot Locker,3, ,3,7,1,2,5,4,5,4,6,4,3,6,5,5,6,5,7,6,5,7,6,6,5,6,6,2,3,2,2,6,4,4,3,7,6,6,6,6,5,1,2,5,2,4,7,5,6,1,6,3,7,7,7,7,6,2,2,6,7,4,3,6,5,6,6,6,6,6,6,5,4,4,6,22,0,37.5,4,5,1,40.714294433594,-74.005996704102,-1
ikea,2, ,2,7,1,4,4,5,4,5,6,7,4,5,4,4,5,5,5,4,6,5,6,4,5,4,2,3,3,4,4,4,4,5,3,5,3,4,5,5,3,1,5,7,4,4,5,4,4,5,5,4,6,6,7,6,3,3,5,6,3,6,6,5,5,5,3,5,5,5,4,5,4,5,5,36,1,62.5,4,5,1,40.800598144531,-73.965301513672,-1
fairway,1, ,1,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,5,4,4,4,4,4,6,5,4,4,6,4,4,6,5,4,5,6,4,4,4,4,4,5,6,4,6,5,5,5,5,5,26,1,12.5,3,5,1,40.696304321289,-73.620697021484,-1
macy's,3, ,3,4,1,4,6,4,5,5,4,3,4,3,3,6,1,5,2,5,4,4,5,2,4,4,3,3,3,3,4,3,1,2,3,4,5,2,4,3,3,1,5,4,4,4,4,5,3,5,4,4,4,4,4,4,3,7,3,3,3,5,4,4,4,5,4,3,5,3,1,3,4,3,2,25,1,12.5,3,5,1,40.714294433594,-74.005996704102,-1
mitsuwa,3, ,2,5,1,4,4,3,4,4,4,3,4,4,3,3,4,3,3,4,3,3,3,4,4,4,3,3,3,4,4,4,3,4,3,4,3,3,4,3,3,1,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,4,5,4,4,3,4,5,4,5,5,4,5,5,3,4,4,4,5,24,0,37.5,3,5,1,40.722503662109,-73.556800842285,-1
Aldo,3, ,1,4,1,4,5,5,4,5,4,5,5,6,6,5,5,5,5,5,4,4,4,4,3,3,4,3,3,4,4,3,3,3,2,3,4,3,4,2,3,1,3,3,5,4,4,4,5,4,4,3,3,5,3,6,5,3,3,4,4,6,5,5,5,4,4,5,4,3,3,5,4,4,4,32,0,112.5,4,3,1,40.696304321289,-73.620697021484,-1
Stop & Shop,1, ,2,5,1,5,3,5,4,6,6,6,6,4,5,6,4,4,5,4,2,4,3,3,2,2,5,3,3,4,2,3,3,6,4,5,2,4,5,1,4,1,2,4,5,4,5,4,2,2,6,3,5,6,4,5,6,3,4,2,7,3,5,5,4,5,4,5,3,4,4,6,5,4,4,22,0,12.5,3,5,1,40.696304321289,-73.620697021484,-1
Norstorm,2, ,1,9,1,3,4,6,6,4,3,5,5,3,5,3,5,4,5,2,4,4,3,3,1,4,3,4,3,6,5,3,4,4,3,4,5,3,4,6,4,1,3,5,4,4,2,3,5,3,4,2,2,3,2,1,5,4,5,5,5,6,4,3,4,7,7,3,4,3,4,5,3,5,6,40,1,62.5,5,1,1,40.705795288086,-73.592300415039,-1
bebe,3, ,1,4,1,3,4,3,4,2,3,3,2,3,3,2,2,2,3,3,3,3,4,5,4,3,5,4,3,3,4,3,3,2,4,4,3,4,4,3,4,1,4,3,3,4,4,3,2,4,5,3,4,2,4,4,5,3,3,4,4,3,5,5,4,4,5,6,4,3,3,3,4,4,5,32,0,112.5,3,5,1,40.696304321289,-73.620697021484,-1
zara,3, ,2,4,1,4,4,5,5,4,4,3,3,4,5,5,4,5,3,3,4,4,4,5,4,4,3,5,3,5,3,4,4,4,4,4,5,3,5,4,4,1,4,4,4,4,5,3,4,4,3,5,4,3,3,4,5,4,5,3,3,4,4,4,4,5,3,5,4,5,5,5,4,4,3,27,0,12.5,4,5,1,40.696304321289,-73.620697021484,-1
Abercrombie & Fitch,2, ,1,7,1,4,4,3,3,5,6,6,4,5,3,4,6,3,5,5,5,4,6,5,6,5,3,5,3,4,3,3,5,4,4,4,5,4,4,4,4,1,3,3,3,4,3,3,3,3,4,3,5,3,2,6,2,3,3,2,4,4,5,4,4,6,4,6,5,4,5,5,3,4,4,27,0,62.5,3,2,1,40.696304321289,-73.620697021484,-1
bebe,3, ,1,4,1,5,3,4,3,3,3,5,5,4,4,5,4,4,4,4,4,5,4,5,4,5,4,5,3,5,5,3,3,5,4,4,5,5,4,3,4,1,4,3,4,4,5,3,4,5,4,3,4,4,4,4,4,5,3,4,4,3,4,3,5,3,3,3,5,5,5,4,5,4,5,36,0,112.5,4,2,1,40.696304321289,-73.620697021484,-1
J.Crew,3, ,3,4,1,4,5,5,7,5,4,4,5,3,4,2,2,3,4,4,4,2,5,5,5,6,5,5,3,5,6,6,6,5,5,5,4,5,6,7,5,1,3,6,4,4,5,6,4,7,3,5,3,5,2,4,7,5,4,4,3,5,2,4,4,3,5,4,4,5,6,5,5,6,6,35,0,112.5,5,4,1,40.696304321289,-73.620697021484,-1
7-11,1, ,3,9,1,3,7,6,2,2,4,4,4,5,6,5,6,3,4,5,5,3,5,5,1,6,6,5,3,4,6,2,3,2,5,7,7,4,4,3,2,1,3,7,6,4,3,4,5,6,5,6,3,4,3,4,7,4,4,6,4,3,5,5,4,3,3,2,5,5,6,5,5,6,6,62,1,137.5,4,2,1,40.696304321289,-73.620697021484,-1
macy,5, ,1,4,1,6,6,3,7,7,5,3,5,4,6,6,5,4,5,4,4,4,4,4,5,4,5,6,3,5,3,5,4,7,7,5,4,4,6,7,6,1,6,6,6,4,4,4,5,5,7,4,4,5,3,5,3,4,6,5,4,5,5,5,3,6,4,4,4,5,6,6,6,6,6,22,1,12.5,3,5,1,40.696304321289,-73.620697021484,-1
walmart,1, ,2,10,1,3,5,3,5,4,6,3,4,3,5,5,6,2,4,6,4,3,5,2,5,2,3,3,4,4,4,5,5,3,5,5,6,5,5,3,6,1,4,5,5,4,6,5,3,4,5,5,4,4,5,4,5,6,4,5,5,4,3,3,6,6,3,4,4,3,5,4,5,4,5,24,0,62.5,3,5,1,39.928894042969,116.38830566406,-1
Fairaway,1, ,3,5,1,3,5,4,5,4,5,7,7,2,6,5,6,6,5,5,7,2,6,5,5,7,3,3,4,3,4,6,6,3,4,5,5,6,5,4,6,1,5,5,4,4,7,6,5,5,7,4,3,4,4,5,6,6,5,4,6,5,3,3,4,6,7,3,6,5,5,6,4,5,3,32,1,62.5,5,5,1,40.714294433594,-74.005996704102,-1
macy's,3, ,1,5,1,3,1,4,4,2,4,3,5,4,3,2,2,2,2,3,4,5,3,4,4,3,4,3,4,2,2,3,3,3,3,3,1,2,1,4,3,1,4,1,3,4,4,4,5,5,5,5,5,6,6,5,6,3,4,4,4,3,2,4,4,4,5,4,5,6,6,4,4,4,5,36,0,112.5,5,1,1,40.696304321289,-73.620697021484,-1
Fairway,1, ,2,5,1,4,4,3,4,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,3,1,3,4,3,4,4,4,4,4,4,3,3,4,3,4,3,3,4,4,4,4,3,4,4,3,4,4,3,4,5,6,6,6,6,35,0,37.5,5,1,1,40.696304321289,-73.620697021484,-1
Macy,3, ,2,4,1,5,5,5,1,6,5,4,2,7,3,6,6,3,4,4,3,2,5,4,4,5,5,3,4,5,5,3,6,5,7,6,3,3,4,3,6,1,4,5,6,4,4,4,7,6,3,3,3,4,5,2,5,5,6,4,6,4,6,6,6,4,2,3,7,5,4,5,4,3,3,25,0,112.5,4,4,1,40.722793579102,-73.516998291016,-1
walgreen,3, ,2,5,1,5,5,5,6,7,7,6,6,4,5,5,5,6,4,5,4,2,4,6,4,7,7,3,4,5,5,4,5,4,7,6,6,6,5,5,5,1,7,5,6,4,7,3,5,5,5,7,5,6,4,6,5,7,7,5,5,6,7,7,6,6,5,6,6,6,4,5,4,4,4,24,1,12.5,3,5,1,40.696304321289,-73.620697021484,-1
Macy's,3, ,2,4,1,4,4,4,5,4,5,4,4,5,3,5,3,3,4,4,4,3,4,4,4,3,2,4,4,2,5,3,4,2,6,3,2,4,4,3,5,1,4,4,5,4,4,6,4,3,4,4,3,4,5,3,4,4,3,4,5,4,4,5,3,4,4,4,3,5,5,5,4,3,4,29,0,12.5,4,5,1,40.696304321289,-73.620697021484,-1
yang liu,1, ,2,5,1,3,3,3,5,3,3,3,3,2,4,2,4,5,2,2,2,4,4,4,3,4,3,4,4,5,3,5,4,4,5,5,3,3,4,4,4,1,5,4,4,4,4,5,4,3,4,5,4,3,4,4,3,4,4,5,5,3,3,5,3,4,4,5,4,4,4,4,4,3,5,23,0,37.5,5,5,1,40.766998291016,-73.525398254395,-1
V&T Supermarket,1, ,3,10,1,3,3,3,4,5,3,5,4,3,2,4,3,4,3,3,4,3,4,5,4,4,3,4,4,4,4,4,5,5,3,5,4,5,3,5,4,1,3,4,5,4,4,5,4,3,4,4,4,5,4,3,3,4,4,4,3,4,3,4,5,5,5,5,4,3,6,6,6,6,6,40,0,137.5,5,5,1,40.696304321289,-73.620697021484,-1
sears,3, ,2,4,1,4,5,3,3,4,3,4,5,3,3,4,3,4,4,3,3,4,6,3,3,3,4,4,4,5,4,4,5,3,4,5,4,4,4,4,5,1,4,4,5,4,3,3,4,4,4,4,3,4,3,5,3,3,4,4,3,5,3,5,4,3,3,3,5,5,4,4,4,4,5,24,0,12.5,3,5,1,40.696304321289,-73.620697021484,-1
wal-mart,1, ,3,5,1,2,3,2,2,3,3,2,2,2,2,3,3,2,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,2,3,4,4,23,0,87.5,4,2,1,34.68359375,113.5325012207,-1
 ,3, ,1,6,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,1,4,4,4,4,4,5,5,5,5,5,4,4,5,4,5,5,4,4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,4,22,0,62.5,4,5,1,31.045593261719,121.3996887207,-1
